id_number,date,retailer,region,state,product,sales_method,price_per_unit,units_sold
1197831,22/07/2021,Sports Direct,Northeast,New York,Asics Shoes,Outlet,35,700
1197831,23/07/2021,Sports Direct,South,Texas,New Balance Shoes,Outlet,40,550
1197831,24/07/2021,Sports Direct,South,Texas,Salomon Shoes,Outlet,35,700
1197831,25/07/2021,Sports Direct,South,Texas,Nike Shoes,Outlet,25,850
1197831,26/07/2021,Sports Direct,South,Texas,Adidas Shoes,Outlet,35,850
1197831,27/07/2021,Sports Direct,South,Texas,Puma Shoes,Outlet,35,675
1197831,28/07/2021,Sports Direct,South,Texas,Asics Shoes,Outlet,35,625
1197831,29/07/2021,Sports Direct,South,Texas,New Balance Shoes,Outlet,40,500
1197831,30/07/2021,Sports Direct,South,Texas,Salomon Shoes,Outlet,35,700
1197831,31/07/2021,Sports Direct,South,Texas,Nike Shoes,Outlet,30,875
1197831,01/08/2021,Sports Direct,South,Texas,Adidas Shoes,Outlet,40,875
1197831,02/08/2021,Sports Direct,South,Texas,Puma Shoes,Outlet,35,700
1197831,03/08/2021,Sports Direct,South,Texas,Asics Shoes,Outlet,40,600
1197831,04/08/2021,Sports Direct,South,Texas,New Balance Shoes,Outlet,45,500
1197831,05/08/2021,Sports Direct,South,Texas,Salomon Shoes,Outlet,40,650
1197831,06/08/2021,Sports Direct,South,Texas,Nike Shoes,Outlet,30,900
1197831,07/08/2021,Sports Direct,South,Texas,Adidas Shoes,Outlet,40,900
1197831,08/08/2021,Sports Direct,South,Texas,Puma Shoes,Outlet,35,725
1197831,09/08/2021,Sports Direct,South,Texas,Asics Shoes,Outlet,40,625
1197831,10/08/2021,Walmart,South,Texas,New Balance Shoes,Outlet,45,525
1197831,11/08/2021,Walmart,South,Texas,Salomon Shoes,Outlet,40,800
1197831,12/08/2021,Walmart,South,Texas,Nike Shoes,Outlet,30,925
1197831,13/08/2021,Walmart,South,Texas,Adidas Shoes,Outlet,40,925
1197831,14/08/2021,Walmart,South,Texas,Puma Shoes,Outlet,35,775
1197831,15/08/2021,Walmart,South,Texas,Asics Shoes,Outlet,40,700
1197831,16/08/2021,Walmart,South,Texas,New Balance Shoes,Outlet,45,600
1197831,17/08/2021,Walmart,South,Texas,Salomon Shoes,Outlet,40,950
1197831,18/08/2021,Walmart,South,Texas,Nike Shoes,Outlet,40,950
1197831,19/08/2021,Walmart,South,Texas,Adidas Shoes,Outlet,45,950
1197831,20/08/2021,Walmart,South,Texas,Puma Shoes,Outlet,40,800
1197831,21/08/2021,Walmart,South,Texas,Asics Shoes,Outlet,40,750
1197831,22/08/2021,Walmart,South,Texas,New Balance Shoes,Outlet,45,650
1197831,23/08/2021,Walmart,South,Texas,Salomon Shoes,Outlet,50,1000
1197831,24/08/2021,Walmart,South,Texas,Nike Shoes,Outlet,40,950
1197831,25/08/2021,Walmart,South,Texas,Adidas Shoes,Outlet,45,950
1197831,26/08/2021,Walmart,South,Texas,Puma Shoes,Outlet,40,1100
1197831,27/08/2021,Walmart,South,Texas,Asics Shoes,Outlet,40,700
1197831,28/08/2021,Walmart,South,Texas,New Balance Shoes,Outlet,45,700
1197831,29/08/2021,Walmart,South,Texas,Salomon Shoes,Outlet,50,975
1197831,30/08/2021,Walmart,South,Texas,Nike Shoes,Outlet,40,925
1197831,31/08/2021,Walmart,South,Texas,Adidas Shoes,Outlet,45,925
1197831,01/09/2021,Walmart,South,Texas,Puma Shoes,Outlet,40,1100
1197831,02/09/2021,Walmart,South,Texas,Asics Shoes,Outlet,40,650
1197831,03/09/2021,Walmart,South,Texas,New Balance Shoes,Outlet,45,650
1197831,04/09/2021,Walmart,South,Texas,Salomon Shoes,Outlet,50,900
1197831,05/09/2021,Walmart,South,Texas,Nike Shoes,Outlet,45,850
1197831,06/09/2021,Walmart,South,Texas,Adidas Shoes,Outlet,45,850
1197831,07/09/2021,Walmart,South,Texas,Puma Shoes,Outlet,50,900
1197831,08/09/2021,Walmart,South,Texas,Asics Shoes,Outlet,50,625
1197831,09/09/2021,Walmart,South,Texas,New Balance Shoes,Outlet,45,625
1197831,10/09/2021,Walmart,South,Texas,Salomon Shoes,Outlet,55,850
1197831,11/09/2021,Walmart,South,Texas,Nike Shoes,Outlet,45,800
1197831,12/09/2021,Walmart,South,Texas,Adidas Shoes,Outlet,45,800
1197831,13/09/2021,Walmart,South,Texas,Puma Shoes,Outlet,50,750
1197831,14/09/2021,Walmart,South,Texas,Asics Shoes,Outlet,50,600
1197831,15/09/2021,Walmart,South,Texas,New Balance Shoes,Outlet,45,575
1197831,16/09/2021,Walmart,South,Texas,Salomon Shoes,Outlet,55,750
1197831,20/10/2021,Walmart,South,Texas,Nike Shoes,Outlet,45,900
1197831,21/10/2021,Walmart,South,Texas,Adidas Shoes,Outlet,45,900
1197831,22/10/2021,Walmart,South,Texas,Puma Shoes,Outlet,50,825
1197831,23/10/2021,Walmart,South,Texas,Asics Shoes,Outlet,50,675
1197831,24/10/2021,Walmart,South,Texas,New Balance Shoes,Outlet,45,650
1197831,25/10/2021,Walmart,South,Texas,Salomon Shoes,Outlet,55,850
1197831,26/10/2021,Walmart,South,Texas,Nike Shoes,Outlet,45,950
1197831,27/10/2021,Walmart,South,Texas,Adidas Shoes,Outlet,45,950
1197831,28/10/2021,Walmart,South,Texas,Puma Shoes,Outlet,50,850
1197831,29/10/2021,Walmart,South,Texas,Asics Shoes,Outlet,50,700
1197831,30/10/2021,Walmart,South,Texas,New Balance Shoes,Outlet,45,650
1197831,31/10/2021,Walmart,South,Texas,Salomon Shoes,Outlet,55,900
1128299,01/11/2021,West Gear,South,Texas,Nike Shoes,Outlet,40,775
1128299,02/11/2021,West Gear,South,Texas,Adidas Shoes,Outlet,50,775
1128299,03/11/2021,West Gear,South,Texas,Puma Shoes,Outlet,50,775
1128299,04/11/2021,West Gear,South,Texas,Asics Shoes,Outlet,50,625
1128299,05/11/2021,West Gear,West,California,New Balance Shoes,Outlet,55,575
1128299,06/11/2021,West Gear,West,California,Salomon Shoes,Outlet,50,775
1128299,07/11/2021,West Gear,West,California,Nike Shoes,Outlet,40,825
1128299,08/11/2021,West Gear,West,California,Adidas Shoes,Outlet,50,725
1128299,09/11/2021,West Gear,West,California,Puma Shoes,Outlet,50,725
1128299,10/11/2021,West Gear,West,California,Asics Shoes,Outlet,50,575
1128299,11/11/2021,West Gear,West,California,New Balance Shoes,Outlet,55,500
1128299,12/11/2021,West Gear,West,California,Salomon Shoes,Outlet,50,700
1128299,13/11/2021,West Gear,West,California,Nike Shoes,Outlet,50,850
1128299,14/11/2021,West Gear,West,California,Adidas Shoes,Outlet,60,700
1128299,15/11/2021,West Gear,West,California,Puma Shoes,Outlet,60,700
1128299,22/12/2021,West Gear,West,California,Asics Shoes,Outlet,60,600
1128299,23/12/2021,West Gear,West,California,New Balance Shoes,Outlet,65,500
1128299,24/12/2021,West Gear,West,California,Salomon Shoes,Outlet,60,700
1128299,25/12/2021,West Gear,West,California,Nike Shoes,Outlet,60,875
1128299,26/12/2021,West Gear,West,California,Adidas Shoes,Outlet,65,675
1128299,27/12/2021,West Gear,West,California,Puma Shoes,Outlet,65,725
1128299,28/12/2021,West Gear,West,California,Asics Shoes,Outlet,60,625
1128299,29/12/2021,West Gear,West,California,New Balance Shoes,Outlet,65,525
1128299,30/12/2021,West Gear,West,California,Salomon Shoes,Outlet,80,700
1128299,31/12/2021,West Gear,West,California,Nike Shoes,Outlet,60,900
1128299,01/01/2022,West Gear,West,California,Adidas Shoes,Outlet,65,750
1128299,02/01/2022,West Gear,West,California,Puma Shoes,Outlet,65,750
1128299,03/01/2022,West Gear,West,California,Asics Shoes,Outlet,60,650
1128299,04/01/2022,West Gear,West,California,New Balance Shoes,Outlet,65,550
1128299,05/01/2022,West Gear,West,California,Salomon Shoes,Outlet,80,725
1128299,06/01/2022,West Gear,West,California,Nike Shoes,Outlet,60,975
1128299,07/01/2022,West Gear,West,California,Adidas Shoes,Outlet,65,825
1128299,08/01/2022,West Gear,West,California,Puma Shoes,Outlet,65,825
1128299,09/01/2022,West Gear,West,California,Asics Shoes,Outlet,60,700
1128299,10/01/2022,West Gear,West,California,New Balance Shoes,Outlet,65,575
1128299,11/01/2022,West Gear,West,California,Salomon Shoes,Outlet,80,875
1128299,12/01/2022,West Gear,West,California,Nike Shoes,Outlet,60,1025
1128299,13/01/2022,West Gear,West,California,Adidas Shoes,Outlet,65,875
1128299,14/01/2022,West Gear,West,California,Puma Shoes,Outlet,65,825
1128299,15/01/2022,West Gear,West,California,Asics Shoes,Outlet,60,725
1128299,16/01/2022,West Gear,West,California,New Balance Shoes,Outlet,65,775
1128299,17/01/2022,West Gear,West,California,Salomon Shoes,Outlet,80,775
1128299,18/01/2022,West Gear,West,California,Nike Shoes,Outlet,65,975
1128299,19/01/2022,West Gear,West,California,Adidas Shoes,Outlet,70,925
1128299,20/01/2022,West Gear,West,California,Puma Shoes,Outlet,65,800
1128299,21/01/2022,West Gear,West,California,Asics Shoes,Outlet,65,750
1128299,22/01/2022,West Gear,West,California,New Balance Shoes,Outlet,75,750
1128299,23/01/2022,West Gear,West,California,Salomon Shoes,Outlet,80,725
1128299,24/01/2022,West Gear,West,California,Nike Shoes,Outlet,55,925
1128299,25/01/2022,West Gear,West,California,Adidas Shoes,Outlet,60,925
1128299,26/01/2022,West Gear,West,California,Puma Shoes,Outlet,55,775
1128299,27/01/2022,West Gear,West,California,Asics Shoes,Outlet,55,725
1128299,28/01/2022,West Gear,West,California,New Balance Shoes,Outlet,65,725
1128299,29/01/2022,West Gear,West,California,Salomon Shoes,Outlet,70,775
1128299,30/01/2022,West Gear,West,California,Nike Shoes,Outlet,55,875
1128299,31/01/2022,West Gear,West,California,Adidas Shoes,Outlet,60,875
1128299,01/02/2022,West Gear,West,California,Puma Shoes,Outlet,55,700
1128299,02/02/2022,West Gear,West,California,Asics Shoes,Outlet,55,675
1128299,03/02/2022,West Gear,West,California,New Balance Shoes,Outlet,65,650
1128299,04/02/2022,West Gear,West,California,Salomon Shoes,Outlet,70,700
1128299,05/02/2022,West Gear,West,California,Nike Shoes,Outlet,55,875
1128299,06/02/2022,West Gear,West,California,Adidas Shoes,Outlet,60,875
1128299,07/02/2022,West Gear,West,California,Puma Shoes,Outlet,55,725
1128299,08/02/2022,West Gear,West,California,Asics Shoes,Outlet,55,700
1128299,09/02/2022,West Gear,West,California,New Balance Shoes,Outlet,65,650
1128299,10/02/2022,West Gear,West,California,Salomon Shoes,Outlet,70,775
1128299,11/02/2022,West Gear,West,California,Nike Shoes,Outlet,55,975
1128299,12/02/2022,West Gear,West,California,Adidas Shoes,Outlet,60,975
1128299,13/02/2022,West Gear,West,California,Puma Shoes,Outlet,55,775
1128299,14/02/2022,West Gear,West,California,Asics Shoes,Outlet,55,775
1128299,15/02/2022,West Gear,West,California,New Balance Shoes,Outlet,65,700
1128299,16/02/2022,West Gear,West,California,Salomon Shoes,Outlet,70,800
1189833,17/02/2022,Kohl's,West,California,Nike Shoes,Outlet,35,700
1189833,18/02/2022,Kohl's,West,California,Adidas Shoes,Outlet,45,700
1189833,09/03/2022,Kohl's,West,California,Puma Shoes,Outlet,45,700
1189833,10/03/2022,Kohl's,West,California,Asics Shoes,Outlet,45,550
1189833,11/03/2022,Kohl's,West,California,New Balance Shoes,Outlet,50,500
1189833,12/03/2022,Kohl's,West,California,Salomon Shoes,Outlet,45,700
1189833,13/03/2022,Kohl's,West,California,Nike Shoes,Outlet,35,750
1189833,14/03/2022,Kohl's,West,California,Adidas Shoes,Outlet,45,650
1189833,15/03/2022,Kohl's,West,California,Puma Shoes,Outlet,45,675
1189833,16/03/2022,Kohl's,West,California,Asics Shoes,Outlet,45,525
1189833,17/03/2022,Kohl's,West,California,New Balance Shoes,Outlet,50,450
1189833,18/03/2022,Kohl's,West,California,Salomon Shoes,Outlet,45,650
1189833,19/03/2022,Kohl's,West,California,Nike Shoes,Outlet,35,800
1189833,20/03/2022,Kohl's,West,California,Adidas Shoes,Outlet,45,650
1189833,21/03/2022,Kohl's,West,California,Puma Shoes,Outlet,45,650
1189833,22/03/2022,Kohl's,West,California,Asics Shoes,Outlet,45,550
1189833,23/03/2022,Kohl's,West,California,New Balance Shoes,Outlet,50,425
1189833,06/04/2022,Kohl's,West,California,Salomon Shoes,Outlet,45,625
1189833,07/04/2022,Kohl's,West,California,Nike Shoes,Outlet,45,800
1189833,08/04/2022,Kohl's,West,California,Adidas Shoes,Outlet,50,600
1189833,09/04/2022,Kohl's,West,California,Puma Shoes,Outlet,50,625
1189833,10/04/2022,Kohl's,West,California,Asics Shoes,Outlet,45,525
1189833,11/04/2022,Kohl's,West,California,New Balance Shoes,Outlet,50,425
1189833,12/04/2022,Kohl's,West,California,Salomon Shoes,Outlet,65,600
1189833,13/04/2022,Kohl's,West,California,Nike Shoes,Outlet,45,800
1189833,14/04/2022,Kohl's,West,California,Adidas Shoes,Outlet,50,650
1189833,15/04/2022,Kohl's,West,California,Puma Shoes,Outlet,50,650
1189833,16/04/2022,Kohl's,West,California,Asics Shoes,Outlet,45,550
1189833,17/04/2022,Kohl's,West,California,New Balance Shoes,Outlet,50,450
1189833,18/04/2022,Kohl's,West,California,Salomon Shoes,Outlet,65,625
1189833,19/04/2022,Kohl's,West,California,Nike Shoes,Outlet,45,900
1189833,20/04/2022,Kohl's,West,California,Adidas Shoes,Outlet,50,750
1189833,21/04/2022,Kohl's,West,California,Puma Shoes,Outlet,50,750
1189833,22/04/2022,Kohl's,West,California,Asics Shoes,Outlet,45,625
1189833,23/04/2022,Kohl's,West,California,New Balance Shoes,Outlet,50,500
1189833,24/04/2022,Kohl's,West,California,Salomon Shoes,Outlet,65,800
1189833,25/04/2022,Kohl's,West,California,Nike Shoes,Outlet,45,950
1189833,26/04/2022,Kohl's,West,California,Adidas Shoes,Outlet,50,800
1189833,27/04/2022,Kohl's,West,California,Puma Shoes,Outlet,50,750
1189833,28/04/2022,Kohl's,West,California,Asics Shoes,Outlet,45,650
1189833,29/04/2022,Kohl's,West,California,New Balance Shoes,Outlet,50,700
1189833,30/04/2022,Kohl's,West,California,Salomon Shoes,Outlet,65,700
1189833,01/05/2022,Kohl's,West,California,Nike Shoes,Outlet,50,900
1189833,02/05/2022,Kohl's,West,California,Adidas Shoes,Outlet,55,850
1189833,03/05/2022,Kohl's,West,California,Puma Shoes,Outlet,50,725
1189833,04/05/2022,Kohl's,West,California,Asics Shoes,Outlet,50,675
1189833,05/05/2022,Kohl's,West,California,New Balance Shoes,Outlet,60,675
1189833,06/05/2022,Kohl's,West,California,Salomon Shoes,Outlet,65,650
1189833,07/05/2022,Kohl's,West,California,Nike Shoes,Outlet,50,850
1189833,08/05/2022,Kohl's,West,California,Adidas Shoes,Outlet,55,850
1189833,09/05/2022,Kohl's,West,California,Puma Shoes,Outlet,50,700
1189833,10/05/2022,Kohl's,West,California,Asics Shoes,Outlet,50,650
1189833,11/05/2022,Kohl's,West,California,New Balance Shoes,Outlet,60,650
1189833,12/05/2022,Kohl's,West,California,Salomon Shoes,Outlet,65,700
1189833,13/05/2022,Kohl's,West,California,Nike Shoes,Outlet,50,800
1189833,14/05/2022,Kohl's,West,California,Adidas Shoes,Outlet,55,800
1189833,15/05/2022,Kohl's,West,California,Puma Shoes,Outlet,50,650
1189833,16/05/2022,Kohl's,West,California,Asics Shoes,Outlet,50,625
1189833,17/05/2022,Kohl's,West,California,New Balance Shoes,Outlet,60,600
1189833,18/05/2022,Kohl's,West,California,Salomon Shoes,Outlet,65,650
1189833,19/05/2022,Kohl's,West,California,Nike Shoes,Outlet,50,825
1189833,20/05/2022,Kohl's,West,California,Adidas Shoes,Outlet,55,825
1189833,21/05/2022,Kohl's,West,California,Puma Shoes,Outlet,50,675
1189833,22/05/2022,Kohl's,West,California,Asics Shoes,Outlet,50,650
1189833,23/05/2022,Kohl's,West,California,New Balance Shoes,Outlet,60,600
1189833,24/05/2022,Kohl's,West,California,Salomon Shoes,Outlet,65,700
1189833,25/05/2022,Kohl's,West,California,Nike Shoes,Outlet,50,900
1189833,26/05/2022,Kohl's,West,California,Adidas Shoes,Outlet,55,900
1189833,27/05/2022,Kohl's,West,California,Puma Shoes,Outlet,50,700
1189833,28/05/2022,Kohl's,West,California,Asics Shoes,Outlet,50,700
1189833,29/05/2022,Kohl's,West,California,New Balance Shoes,Outlet,60,625
1189833,30/05/2022,Kohl's,West,California,Salomon Shoes,Outlet,65,725
1185732,31/05/2022,Foot Locker,West,California,Nike Shoes,Outlet,45,475
1185732,01/06/2022,Foot Locker,West,California,Adidas Shoes,Outlet,45,275
1185732,02/06/2022,Foot Locker,West,California,Puma Shoes,Outlet,35,275
1185732,03/06/2022,Foot Locker,West,California,Asics Shoes,Outlet,40,125
1185732,04/06/2022,Foot Locker,Midwest,Illinois,New Balance Shoes,Outlet,55,175
1185732,05/06/2022,Foot Locker,Midwest,Illinois,Salomon Shoes,Outlet,45,275
1185732,06/06/2022,Foot Locker,Midwest,Illinois,Nike Shoes,Outlet,45,525
1185732,07/06/2022,Foot Locker,Midwest,Illinois,Adidas Shoes,Outlet,45,175
1185732,08/06/2022,Foot Locker,Midwest,Illinois,Puma Shoes,Outlet,35,225
1185732,09/06/2022,Foot Locker,Midwest,Illinois,Asics Shoes,Outlet,40,100
1185732,10/06/2022,Foot Locker,Midwest,Illinois,New Balance Shoes,Outlet,55,175
1185732,11/06/2022,Foot Locker,Midwest,Illinois,Salomon Shoes,Outlet,45,275
1185732,12/06/2022,Foot Locker,Midwest,Illinois,Nike Shoes,Outlet,50,495
1185732,13/06/2022,Foot Locker,Midwest,Illinois,Adidas Shoes,Outlet,50,200
1185732,14/06/2022,Foot Locker,Midwest,Illinois,Puma Shoes,Outlet,40,225
1185732,15/06/2022,Foot Locker,Midwest,Illinois,Asics Shoes,Outlet,45,75
1185732,16/06/2022,Foot Locker,Midwest,Illinois,New Balance Shoes,Outlet,60,125
1185732,17/06/2022,Foot Locker,Midwest,Illinois,Salomon Shoes,Outlet,50,225
1185732,18/06/2022,Foot Locker,Midwest,Illinois,Nike Shoes,Outlet,50,450
1185732,19/06/2022,Foot Locker,Midwest,Illinois,Adidas Shoes,Outlet,50,150
1185732,20/06/2022,Foot Locker,Midwest,Illinois,Puma Shoes,Outlet,40,150
1185732,21/06/2022,Foot Locker,Midwest,Illinois,Asics Shoes,Outlet,45,75
1185732,22/06/2022,Foot Locker,Midwest,Illinois,New Balance Shoes,Outlet,60,100
1185732,23/06/2022,Foot Locker,Midwest,Illinois,Salomon Shoes,Outlet,50,225
1185732,24/06/2022,Foot Locker,Midwest,Illinois,Nike Shoes,Outlet,60,495
1185732,25/06/2022,Foot Locker,Midwest,Illinois,Adidas Shoes,Outlet,55,200
1185732,26/06/2022,Foot Locker,Midwest,Illinois,Puma Shoes,Outlet,50,175
1185732,27/06/2022,Foot Locker,Midwest,Illinois,Asics Shoes,Outlet,50,100
1185732,28/06/2022,Foot Locker,Midwest,Illinois,New Balance Shoes,Outlet,60,125
1185732,29/06/2022,Foot Locker,Midwest,Illinois,Salomon Shoes,Outlet,65,250
1185732,30/06/2022,Foot Locker,Midwest,Illinois,Nike Shoes,Outlet,50,500
1185732,01/07/2022,Foot Locker,Midwest,Illinois,Adidas Shoes,Outlet,45,250
1185732,02/07/2022,Foot Locker,Midwest,Illinois,Puma Shoes,Outlet,40,200
1185732,03/07/2022,Foot Locker,Midwest,Illinois,Asics Shoes,Outlet,40,175
1185732,04/07/2022,Foot Locker,Midwest,Illinois,New Balance Shoes,Outlet,50,175
1185732,05/07/2022,Foot Locker,Midwest,Illinois,Salomon Shoes,Outlet,55,350
1185732,06/07/2022,Foot Locker,Midwest,Illinois,Nike Shoes,Outlet,50,575
1185732,07/07/2022,Foot Locker,Midwest,Illinois,Adidas Shoes,Outlet,45,325
1185732,08/07/2022,Foot Locker,Midwest,Illinois,Puma Shoes,Outlet,40,250
1185732,09/07/2022,Foot Locker,Midwest,Illinois,Asics Shoes,Outlet,40,200
1185732,10/07/2022,Foot Locker,Midwest,Illinois,New Balance Shoes,Outlet,50,225
1185732,11/07/2022,Foot Locker,Midwest,Illinois,Salomon Shoes,Outlet,55,400
1185732,12/07/2022,Foot Locker,Midwest,Illinois,Nike Shoes,Outlet,50,550
1185732,13/07/2022,Foot Locker,Midwest,Illinois,Adidas Shoes,Outlet,45,325
1185732,14/07/2022,Foot Locker,Midwest,Illinois,Puma Shoes,Outlet,40,250
1185732,15/07/2022,Foot Locker,Midwest,Illinois,Asics Shoes,Outlet,40,225
1185732,16/07/2022,Foot Locker,Midwest,Illinois,New Balance Shoes,Outlet,50,200
1185732,17/07/2022,Foot Locker,Midwest,Illinois,Salomon Shoes,Outlet,55,375
1185732,18/07/2022,Foot Locker,Midwest,Illinois,Nike Shoes,Outlet,50,500
1185732,19/07/2022,Foot Locker,Midwest,Illinois,Adidas Shoes,Outlet,45,300
1185732,20/07/2022,Foot Locker,Midwest,Illinois,Puma Shoes,Outlet,40,200
1185732,21/07/2022,Foot Locker,Midwest,Illinois,Asics Shoes,Outlet,40,175
1185732,22/07/2022,Foot Locker,Midwest,Illinois,New Balance Shoes,Outlet,50,175
1185732,23/07/2022,Foot Locker,Midwest,Illinois,Salomon Shoes,Outlet,55,250
1185732,24/07/2022,Foot Locker,Midwest,Illinois,Nike Shoes,Outlet,60,425
1185732,25/07/2022,Foot Locker,Midwest,Illinois,Adidas Shoes,Outlet,50,250
1185732,26/07/2022,Foot Locker,Midwest,Illinois,Puma Shoes,Outlet,50,150
1185732,27/07/2022,Foot Locker,Midwest,Illinois,Asics Shoes,Outlet,50,125
